EA_REGION,BW_ref,Name,de_des_yr,bb_xmax,bb_xmin,bb_ymax,bb_ymin,_zmax,_zmin
NE,05600,Roker - Sunderland,,441200.00000000186,440660.41879960056,559596.0000000019,558880.4726354759,0,0
NE,05700,Seaham Beach,,442577.00000000093,442093.00000000186,551437.0000000037,550659.5115906484,0,0
NE,05800,Seaham Hall Beach,,443020.00000000093,442441.10343773104,550708.0000000019,549945.7690204792,0,0
NE,05900,Crimdon,,449151.7452305397,448256.3533960469,537591.79368487,536729.1600882243,0,0
NE,06000,Seaton Carew North,,452900.00000000186,452275.76253071334,531000.0000000019,530000,0,0
NE,06100,Seaton Carew Centre,,453560.00000000093,452599.99999999907,530100.0000000019,529000.0000000019,0,0
NE,06200,Seaton Carew North Gare,,454270.00000000186,453280,529190.0000000019,528370,0,0
NE,06300,Redcar Coatham,,459903.5608745683,458508.93164557125,525900.0000000019,525407.7624912336,0,0
NE,06400,Redcar Lifeboat Station,,461130.00000000093,460110,525739.9999999981,525110.0000000019,0,0
NE,06500,Redcar Granville,,462150,460990,525320,524274.8418300692,0,0
NE,06600,Redcar Stray,,463360,461890.00000000093,524540,523310,0,0
NE,06650,Marske Sands,,464010,463060,523560,522910.00000000186,0,0
NE,06700,Saltburn,,467430.00000000186,466236.31837030593,522155.2976018097,521591,0,0
NE,06900,Runswick Bay,,481596,481008,516150,515455.00000000186,0,0
NE,07000,Sandsend,,486949.2600679239,486066.6001798082,513121.8817827981,512313.1809390001,0,0
NE,07100,Whitby,,489964.1251317235,489006.714914836,511885.7224765569,511511.4177215211,0,0
NE,07200,Robin Hoods Bay,,495596.35443018563,495302.07665108144,505106.8923401758,504779.01616928726,0,0
NE,07300,Scarborough North Bay,,503960.00000000186,503541.0176470587,490620,489780,0,0
NE,07400,Scarborough South Bay,,504910.68161634356,504405.9164977502,488720.0000000037,488160.8956409078,0,0
NE,07500,Cayton Bay,,507352.44313067384,506393.606259929,485010.8660365306,484246.7263192609,0,0
NE,07600,Filey,,512371.3897432359,511950.00000000093,480830,479960.70405159704,0,0
NE,07700,Reighton,,514919.5125112608,513920.55566607043,476758.7443115823,475899.2814402729,0,0
NE,07900,Flamborough South Landing,,523300,523000,469267.6201319527,469000.00000000186,0,0
NE,07950,"Danes Dyke, Flamborough",,521701.1125395568,521500,469200.00000000186,468999.2583069615,0,0
NE,08000,Bridlington North Beach,,520100.6848861547,518700.00000000186,468526.1806889232,466500,0,0
NE,08100,Bridlington South Beach,,518771.56391145196,517480.86219465546,466421.2554044314,464996.74443837814,0,0
NE,08200,Wilsthorpe,,517800,517022.4065263374,465100,463300.00000000186,0,0
NE,08300,Fraisthorpe,,517424.15215573646,517016.13928590994,463297.59613736346,462358.7852784563,0,0
NE,08600,Skipsea,,519200.81419087294,518666.0949969534,453904.2375743352,452823.4840006195,0,0
NE,08700,Hornsea,,521700.2573046405,520600,448808.23391207494,446800,0,0
NE,08800,Tunstall,,532216.9859223897,531461.3169494625,431861.9868105054,430919.3539166469,0,0
NE,08900,Withernsea,,535200.0000000009,533700.0000000009,429000.00000000186,427000.00000000186,0,0
NW,40750,West Kirby,,323157.4303792948,318137.0396427335,388440.8397409748,383771.21866286546,0,0
NW,40800,Meols,,324620.5893033631,320365.0000239024,393181.99985198677,389232.47854908183,0,0
NW,40900,Moreton,,326965.7824028367,323245.00002303906,394149.9998516962,390246.2507822793,0,0
NW,41000,Wallasey,,329865.1709897928,327939.0037467098,394700.09012681246,393051.02062747814,0,0
NW,41200,Formby,,327379.70952309575,325389.6458264347,406969.1768240612,405754.6224854756,0,0
NW,41300,Ainsdale,,330646.66466171574,327744.4556860542,414798.375422623,411601.1084267553,0,0
NW,41500,Southport,,334532.9615160739,328664.14069694467,421109.99984360486,415887.6276970785,0,0
NW,41800,St Annes,,332990.75540625583,328602.57745406125,429887.17162974365,426954.63624279946,0,0
NW,41900,St Annes North,,331768.8656616984,328708.8287575934,431799.69470817596,428920.2848035693,0,0
NW,42100,Blackpool South,,330971.98104568105,328804.4548901189,433871.5947098229,431194.0624000095,0,0
NW,42300,Blackpool Central,,331014.4815585371,328921.3313004654,435454.7388136368,433748.99983981065,0,0
NW,42500,Blackpool North,,331014.4815585371,329410.08719829004,437909.1434309669,435497.2393264957,0,0
NW,42600,Bispham,,331417.32167180255,329437.9623474628,440806.52229170315,439089.99225777946,0,0
NW,42800,Cleveleys,,332120.73970136605,329768.89840679243,443638.2197316196,442259.66001717746,0,0
NW,43000,Fleetwood,,333425.00005994365,332661.6289918907,449078.0418533515,448263.3697993364,0,0
NW,43100,Heysham Half Moon Bay,2013,341042.6150399931,339447.36038642563,461566.3035625238,460447.07517712563,0,0
NW,43260,Morecambe South,,343176.5365210229,340824.03348239936,465017.0921237444,463664.3688131734,0,0
NW,43550,Morecambe North,,344064.97905561794,343422.1714535421,465272.24281748757,464576.81600904465,0,0
NW,44200,Walney Biggar Bank,,318323.8294257615,316883.54126277287,467784.39303872176,466668.3800911121,0,0
NW,44300,Walney Sandy Gap,,317843.73333845567,316689.81824016944,468656.1464158967,467316.93108284846,0,0
NW,44400,Walney West Shore,,317355.21453772206,315948.6173263537,470509.14876350574,469717.41122581623,0,0
NW,44500,Roan Head,2014,320667.32783979736,319051.0000242982,476621.99982694536,475339.1018641442,0,0
NW,44590,Askam-in-Furness,2014,321376.9272979824,320186.0000239564,478770.32520804554,477429.1568597257,0,0
NW,44800,Haverigg,,316943.0000249306,315015.81285626907,478945.41590858996,477341.99982673116,0,0
NW,45200,Silecroft,,312543.1996427011,311305.25915970746,481703.50047236495,480710.5490276981,0,0
