EA_REGION,BW_ref,Name,de_des_yr,bb_xmax,bb_xmin,bb_ymax,bb_ymin,_zmax,_zmin
NE,04400,Newbiggin North,,432024.6356898155,431170.3233546782,588081.4652768895,587666.0254835673,0,0
NE,04500,Newbiggin South,,431394.7427521199,430987.992035646,587838.4498173501,586784.7343010288,0,0
NE,04600,Blyth South Beach,,432555.6368765887,432073.67229975574,580104.3881899808,578910.1214602552,0,0
NE,04700,Seaton Sluice,,433681.96878378,433032.4018812645,577618.7844860833,576864.4042404834,0,0
NE,04800,Whitley Bay,,436055.28424667567,434745.42480151355,574750.5812461302,572237.9181758426,0,0
NE,04900,Tynemouth Cullercoats,,436623.00000000186,436376.7637788458,571367.9073657338,571120.414519541,0,0
NE,05000,Tynemouth Long Sands North,,436890,436538.93407572433,571022,570611.0000000019,0,0
NE,05100,Tynemouth Long Sands South,,437204,436616,570637.0000000019,569967.0000000019,0,0
NE,05200,Tynemouth King Edwards Bay,,437387.00000000093,437134.7492263196,569669,569479.2103339732,0,0
NE,05300,South Shields,,438447.00000000093,437543.676248841,568239.0000000019,566680.0000000019,0,0
NE,05400,Marsden,,441335.2802071804,439341.88713086676,566106.6262968425,564274.4633543696,0,0
NE,05500,Seaburn - Sunderland,,441028.4660791559,440577.4797789082,561436.0303667225,559922.0000000019,0,0
